school,teamname,year_of_pub,acceptance_rate,top10pct,alumni_giving_rate,top25pct,usnews_score,usnews_academic_rep_old,sat_act_25_75,avg_sat_act,usnews_academic_rep_new,year,team,unitid,vseteamname,alumni_ops_academic,alumni_ops_faculty,alumni_ops_research,alumni_ops_libraries,alumni_ops_physical_plant,alumni_ops_student_aid,alumni_ops_athletics,alumni_ops_other,alumni_ops_total,alumni_donation_rate,alumni_ugrad_donation_rate,alumni_ops_donation_rate,alumni_solicit_rate,alumni_giving_as_share_of_total,alumni_of_record,alumni_donors,alumni_total_giving,ops_athletics_donors,ops_athletics_total_ath,capital_athletics_donors,capital_athletics_total,athletics_donors,athletics_total,corporations_total_giving,expenditures_per_student,foundations_total_giving,foundations_ops_athletics,foundations_ops_total,corporations_ops_athletics,corporations_ops_total,ops_athletics_total_grand,ops_total,total_giving_2004_onwards,total_giving_pre_2004,alumni_ops_pub_serv,corporations_total,foundations_total,appdate,applicants_male,applicants_female,admits_male,admits_female,enrolled_male,enrolled_female,satdate,satnum,satpct,actnum,actpct,satvr25,satvr75,satmt25,satmt75,actcm25,actcm75,acten25,acten75,actmt25,actmt75,name,city,state,fips,control,iclevel,black,asian,hispanic,vse_alum_giving_rate,first_time_students_missing,first_time_students_total,first_time_outofstate,first_time_instate
U. of Alabama-Birmingham,Alabama-Birmingham,2008,77,30,11,,,,,,2.7,2007,146,100663,"University of Alabama at Birmingham (Birmingham, AL)",560618,6575,58269,4075,,41964,292515,297800,1404947,.107,.103,.082,1,.047,90343,9623,4521881,,,,,,,16133958,55393,35649843,106021,29956936,554082,15265807,1880926,77030162,97013814,98429080,142631,,,Fall 2000,1674,2547,1489,2216,590,897,Fall 2001,128,9,1278,90,470,620,500,650,21,27,21,28,19,25,University of Alabama at Birmingham,Birmingham,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),,,,.10651628,1416,1416,,
,Alabama-Birmingham,,,,,,,,,,,2008,146,100663,"University of Alabama at Birmingham (Birmingham, AL)",455485,2000,68268,2375,228717,34906,382650,,1627248,.097,.098,.08,1,.036,91812,8867,2937447,,,,,,,13893727,56333,36863996,810009,34975943,493615,12652680,2577877,72701121,81912595,81912595,106888,,,Fall 2001,2091,3015,1766,2579,813,1122,Fall 2001,90,7,1185,93,520,620,520,640,21,27,21,28,18,27,University of Alabama at Birmingham,Birmingham,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),,,,.096577786,1259,1277,122,1155
,Alabama-Birmingham,,,,,,,,,,,2009,146,100663,"University of Alabama at Birmingham (Birmingham, AL)",841583,4500,118902,4784,113837,57875,469441,268022,1985174,.109,.13,.092,1,.051,86191,9395,4390164,,,,,,,9064108,53071,37867253,382813,35804708,544501,8207855,2209048,71266430,86296369,87537836,105630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.1090021,,,,
U. of Arizona,Arizona,1990,79,31,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
U. of Arizona,Arizona,1991,71,32,,,,,860-1140,,,1990,83,104179,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,1,,84178,30936,8219389,,,,,,,12901801,,1860134,,,,,,,,33395696,,12901801,1860134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.36750695,,,,
,Arizona,,,,,,,,,,,1991,83,104179,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,1,,67548,13664,9573637,,,,,,,17969650,,3305451,,,,,,,,44631239,,17969650,3305451,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.20228578,,,,
U. of Arizona,Arizona,1993,86,30,13,,,,860-1110,,,1992,83,104179,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,,,153412,10223,6515296,,,,,,,12424211,,5172954,,,,,,,,45515093,,12424211,5172954,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.066637553,,3938,1378,2560
University of Arizona,Arizona,1994,87,29,,,,37,,985,,1993,83,104179,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,,,91399,,6403273,,,,,,,11543482,,12536267,,,,,,,,43092998,,11543482,12536267,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
U. of Arizona,Arizona,1996,83,30,9,,,,970-1210,,,1995,83,104179,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,1,,164868,11422,3905000,,,,,,,12727000,,13029000,,,,,,,,42444000,,12727000,13029000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),2,5,12,.069279663,,,,
Univ of Arizona,Arizona,1997,83,32,8,,,,,,,1996,83,104179,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,1,,169598,13321,4571000,,,,,,,16134000,,14674000,,,,,,,,48351000,,16134000,14674000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),2,5,12,.078544557,,4554,1719,2835
Univ of Arizona,Arizona,1998,82,33,7,,,,980-1210,,3.5999999,1997,83,104179,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,.810831039922619,,173686,12237,7136000,,,,,,,18563000,,18597000,,,,,,,,58910000,,18563000,18597000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),2,5,12,.070454732,,,,
University of Arizona,Arizona,1999,81,32,9,,,,,,3.5999999,1998,83,104179,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,.8663071491997487,,184692,13214,16368000,,,,,,,16439000,,16609000,,,,,,,,74804000,,16439000,16609000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),2,5,13,.071546145,,5388,2106,3282
University of Arizona,Arizona,2000,84,32,11,,,,970-1210,,,1999,83,104179,"University of Arizona (Tucson, AZ)",12102800,57,379070,722254,,142256,1636400,,15360400,.076,.134,.073,.7809999999999999,,315323,24105,17275600,10384,4203020,201,,10585,,20148900,22510,21245900,56660,19549400,833056,13592700,4202720,60412100,,76838800,62955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.076445423,,,,
U. of Arizona,Arizona,2001,84,33,12,,,,,,3.7,2000,83,104179,"University of Arizona (Tucson, AZ)",3743760,580,282245,32588,,100630,1808210,,6449180,.09,.102,.084,.945,,193451,17407,19380000,7139,5357960,15,,7154,,21617900,22804,23194300,67941,17232800,1677790,18848500,5357960,58863600,,91710700,143206,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,5,13,.089981444,41,5694,2030,3623
U. of Arizona,Arizona,2002,84,31,10,,,,,,3.5999999,2001,83,104179,"University of Arizona (Tucson, AZ)",4804092,715237,2153099,23522,,497255,3247667,67208,12049590,.09,.1,.087,.953,,200100,18033,18558735,8030,9302002,4,,,,27456130,24056,26938484,269747,21024985,3014456,25637686,9614910,81643054,,103822239,179070,,,Fall 2001,9437,10282,7764,8849,2722,3005,Fall 2001,4927,83,2629,44,490,600,500,610,21,26,20,26,20,26,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,5,13,.090119943,48,5949,2109,3792
U. of Arizona,Arizona,2003,86,32,10,,43,,,,3.5999999,2002,83,104179,"University of Arizona (Tucson, AZ)",7609357,94494,574245,366557,,337672,2433859,6492,12205792,.091,.1,.089,.9490000000000001,,209765,19137,25883055,9013,7421264,254,,,,33618918,24428,23207797,221190,20684572,1907960,32067522,7460170,94178827,,119687315,449414,,,Fall 2001,9199,10633,7654,9319,2605,3008,Fall 2001,4839,83,2504,43,490,600,500,620,21,26,19,26,20,27,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,5,13,.091230661,5747,5808,2009,3799
University of Arizona,Arizona,2004,85,34,10,,43,,,,3.5999999,2003,83,104179,"University of Arizona (Tucson, AZ)",5500837,13160,887082,1006462,,407695,2749871,36387,11303509,.089,.094,.086,.948,.076,198452,17592,13927472,5410,3178401,109,2055423,5519,5233824,110310758,25032,26814384,245538,20975352,1522751,108064281,7015160,163041240,184067233,185430260,188869,,,Fall 2001,9663,11522,7980,10041,2626,3154,Fall 2001,4966,83,2659,44,490,610,500,630,21,26,20,26,20,27,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.088646121,5913,5958,1941,4017
University of Arizona,Arizona,2005,83,36,9,,44,,,,3.5999999,2004,83,104179,"University of Arizona (Tucson, AZ)",7888348,2166,746872,96169,,564121,1624914,23743,11702132,.065,.085,.062,.737,.165,290677,18750,16708639,5942,6952418,404,2315459,6346,9267877,20634535,31876,26042071,261542,20063169,2000461,18821071,5749126,80037568,101050120,101824142,189023,,,Fall 2001,11029,12696,8966,10822,2558,3008,Fall 2001,4771,83,2066,34,490,610,500,620,21,26,20,26,20,27,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.064504586,5677,5725,1862,3863
University of Arizona,Arizona,2006,,,,,44,,,,3.5999999,2005,83,104179,"University of Arizona (Tucson, AZ)",5371980,994,315942,157437,,1086220,2102939,136565,10062413,.073,.076,.07,.9470000000000001,.183,233947,17092,22173981,7250,7559896,612,6769158,7862,14329054,30706788,27421,26153613,231911,20851975,1520610,24216755,5955808,79543236,121056869,122583437,504082,,,Fall 2001,8386,9518,7155,8546,2669,3116,Fall 2001,4946,83,2431,41,500,620,500,630,21,26,20,27,20,27,University of Arizona,Tucson,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.073059283,5952,5952,,
University of Arizona*,Arizona,2007,86,34,7,,41,,,,3.5999999,2006,83,104179,"University of Arizona (Tucson, AZ)",6150180,101373,981910,130568,,746235,2079751,39304,13633229,.07,.072,.068,.75,.244,231843,16304,29563333,7929,8314271,451,4091045,8380,12405316,27958979,28567,29991461,457769,22900474,1356254,22761107,6519237,84467940,121019697,122820744,525798,,,Fall 2001,7982,8606,6670,7614,2696,3092,Fall 2001,4812,80,2418,40,490,600,500,630,20,26,20,26,20,27,University of Arizona,Tucson,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.070323452,5894,6009,2250,3759
University of Arizona*,Arizona,2008,80,34,7,,40,,,,3.5,2007,83,104179,"University of Arizona (Tucson, AZ)",5714068,166879,1727877,114409,,840083,2227314,41651,11325280,.065,.067,.062,.966,.148,252308,16512,21276173,4850,4137824,328,3119703,5178,7257527,25393801,30339,37259922,229699,28777688,1259943,21176046,5725773,104401853,143956957,144614604,223892,,,Fall 2001,12163,13185,9083,10543,3536,4162,Fall 2001,5274,80,2685,41,480,600,490,620,21,26,20,26,21,27,University of Arizona,Tucson,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.065443821,6569,6569,,
University of Arizona*,Arizona,2009,81,32,6,,40,,,,3.5,2008,83,104179,"University of Arizona (Tucson, AZ)",7222482,1107370,1215656,547387,,1133818,3807426,,17571837,.044,,.042,.463,.205,296491,13037,31582061,3911,3464207,6,33097,3917,3497304,35311309,39856,42340888,209203,30329331,996017,27114756,6963459,110496825,153960235,155693883,623717,,,Fall 2001,10783,11761,8366,9792,2961,3370,Fall 2001,5259,78,2761,41,480,600,500,620,21,26,,,,,University of Arizona,Tucson,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.04397098,6621,6709,2659,4050
,Arizona,,,,,,,,,,,2009,83,104179,"University of Arizona (Tucson, AZ)",4074583,256943,1024427,36735,,1494824,3038456,47152,11271952,.049,.049,.047,.785,.122,255333,12401,17219218,5830,6892378,,,5830,6892378,41040463,39511,29539769,115325,23135845,1431035,36926954,7501138,110289067,141386156,141919858,551912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.048567947,,,,
Arizona State U.,Arizona State,1989,78,23,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,,,6361,3764,2597
Arizona State U.,Arizona State,1990,77,23,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
Arizona State,Arizona State,1991,77,23,,,,,,,,1990,112,104151,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,,,,,973140,,,,,,,8911560,,4928467,,,,,,,,25712211,,8911560,4928467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arizona State,,,,,,,,,,,1991,112,104151,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,.5929522024367385,,133375,11271,830427,,,,,,,7281847,,3292383,,,,,,,,22503925,,7281847,3292383,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.084506094,,,,
Arizona State U.,Arizona State,1993,82,23,8,,,,840-1090,,,1992,112,104151,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,.5028720292114198,,140493,9891,773012,,,,,,,10386736,,4466182,,,,,,,,27301563,,10386736,4466182,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.070402086,,3273,1292,1981
Arizona State University of Main Campus,Arizona State,1994,80,24,5,,,65,,965,,1993,112,104151,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,,,142872,7204,744751,,,,,,,11452594,,5217628,,,,,,,,28397050,,11452594,5217628,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.050422758,,,,
Arizona State U.,Arizona State,1996,80,23,6,,,,960-1200,,,1995,112,104151,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,1,,163399,7595,1082000,,,,,,,12716000,,7295000,,,,,,,,31904000,,12716000,7295000,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,4,8,.046481311,,,,
Arizona State Univ,Arizona State,1997,78,24,5,,,,,,,1996,112,104151,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,.7539550547167689,,168961,9690,1469000,,,,,,,12409000,,5898000,,,,,,,,37647000,,12409000,5898000,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,4,9,.057350513,,4245,1867,2378
Arizona State Univ,Arizona State,1998,79,25,6,,,,970-1210,,3.3,1997,112,104151,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,.5080102691238934,,170219,14066,2684000,,,,,,,18883000,,5215000,,,,,,,,40154000,,18883000,5215000,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,4,9,.082634725,,,,
Arizona State University,Arizona State,1999,76,29,12,,,,,,3.3,1998,112,104151,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,.8951401678418186,,205789,19105,8931000,,,,,,,17488000,,11265000,,,,,,,,50537000,,17488000,11265000,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,4,10,.092837811,,4943,1725,3218
Arizona State University,Arizona State,2000,80,30,13,,,,980-1220,,,1999,112,104151,"Arizona State University Foundation (Tempe, AZ)",938664,,10,5751,,147086,744780,507271,2393860,.071,,.069,.8740000000000001,,216078,15382,7163030,2445,1675620,6,,2451,,24728900,13123,6135240,171790,3822100,314789,15341500,1675620,24909900,,46609800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.071187258,,,,
,Arizona State,,,,,,,,,,,2000,112,104151,"Arizona State University Foundation (Tempe, AZ)",1482020,95,8000,6248,,1449960,1562740,4561080,9129800,,,,,,,16141,10902200,7836,4808940,2,,7838,,24661600,13436,11580200,374720,9029470,1658170,20136500,4799140,53978800,,73197900,,,,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,5,10,,0,6002,2189,3813
,Arizona State,,,,,,,,,,,2001,112,104151,"Arizona State University Foundation (Tempe, AZ)",1271740,795,25,291,,507146,2418765,698347,4992117,,,,,,,15163,10892248,7710,6696770,1,,,,24725013,14306,9819274,465266,7965564,1542104,19640858,6703509,46822656,,84372665,,,,Fall 2001,10072,10789,7385,8317,2821,3162,Fall 2001,4386,71,2828,46,490,600,500,610,20,26,19,26,20,27,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,5,10,,57,6203,2239,3907
Arizona State U.,Arizona State,2003,85,26,12,,,,,,3.3,2002,112,104151,"Arizona State University Foundation (Tempe, AZ)",935454,385,25,5480,300,342396,1826842,2008871,5146243,.048,.038,.047,.8759999999999999,,269842,12965,5843534,6454,5493019,1,,,,29043661,14294,10561999,439137,8244454,1455022,24766096,5503806,51211229,,64366923,,,,Fall 2001,8423,9732,6979,8406,2801,3327,Fall 2001,4680,74,2913,46,480,590,490,610,20,26,19,26,20,27,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3,5,10,.048046634,6348,6348,2082,4266
Arizona State U.,Arizona State,2004,88,26,10,,,,,,3.3,2003,112,104151,"Arizona State University Foundation (Tempe, AZ)",1172837,350,50,2305,4217,397374,2340255,2284111,6202069,.049,.039,.048,.857,.117,277724,13664,7350091,6545,6115483,18,277335,6563,6392818,29760620,14875,10606605,330777,8977392,1706525,26620317,6373907,52564234,62967736,63058341,,,,Fall 2001,9192,10593,7949,9541,3247,3659,Fall 2001,5319,75,3313,47,480,600,490,620,20,26,19,26,20,27,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.049199924,6985,7126,2670,4456
Arizona State U.,Arizona State,2005,86,27,9,,,,,,3.2,2004,112,104151,"Arizona State University Foundation (Tempe, AZ)",779588,22000,20191,395,49659,388027,2021048,3123869,6411007,.031,.033,.031,.591,.102,388086,12205,7767481,6717,5864521,17,240989,6734,6105510,23935060,15527,25095057,377770,18350702,1433716,16768452,5889939,56254505,76405199,78235637,,,,Fall 2001,9639,11150,8129,9770,3211,3706,Fall 2001,5565,78,3246,45,490,600,500,620,21,26,19,26,20,27,ARIZONA STATE UNIVERSITY AT THE TEMPE CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.031449214,7024,7147,2451,4696
Arizona State U.,Arizona State,2006,91,27,10,,,,,,3.3,2005,112,104151,"Arizona State University Foundation (Tempe, AZ)",716624,22000,44035,2842,,454152,3293848,765298,5324101,.038,.045,.037,.596,.07,361184,13648,6942717,7480,7262348,20,230233,7500,7492581,48370955,17414,14998242,213760,14345621,1643543,23695537,6973417,63331500,99395190,99701657,10050,,,Fall 2001,9398,10516,8394,9732,3502,3894,Fall 2001,5952,77,3286,43,490,610,500,620,20,26,19,26,20,27,Arizona State University at the Tempe Campus,Tempe,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.037786834,7552,7685,2756,4929
Arizona State U.,Arizona State,2007,92,28,11,,,,,,3.3,2006,112,104151,"Arizona State University Foundation (Tempe, AZ)",626066,210650,1003260,2284,175123,639825,3392769,1336972,7807025,.066,.096,.065,.494,.3720000000000001,378521,25162,55290959,9123,9562693,14,265815,9137,9828508,42842526,18626,21802716,263325,17160557,3189823,34464697,9554821,76936824,148755364,149104936,30000,,,Fall 2001,10093,10609,9169,9964,3458,3618,Fall 2001,6132,78,3343,42,480,600,490,620,20,26,19,26,20,27,Arizona State University at the Tempe Campus,Tempe,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.066474512,7741,7894,2787,5106
Arizona State U.,Arizona State,2008,95,27,11,,,,,,3.2,2007,112,104151,"Arizona State University Foundation (Tempe, AZ)",761208,202596,29569,61103,192247,438977,4025487,1672498,9957910,.071,.107,.07,.481,.105,392088,27687,10888397,9334,11890434,10,7606169,9344,19496603,29104121,20092,21005368,318882,16676504,2194012,23260613,11436690,72914256,104010979,104074717,2725,,,Fall 2000,10093,10609,9169,9964,3458,3618,Fall 2000,6132,78,3343,42,480,600,490,620,20,26,19,26,20,27,Arizona State University at the Tempe Campus,Tempe,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.070614249,7561,7740,2847,4893
,Arizona State,,,,,,,,,,,2008,112,104151,"Arizona State University Foundation (Tempe, AZ)",767955,255244,135834,2172,61000,364370,4891539,,10271369,.033,.042,.032,.9340000000000001,.133,480271,15902,16043401,10437,14767685,5,1266478,10442,16034163,30160729,22007,40630853,434430,30219016,7125959,24447924,17587630,88222286,120468531,120712441,4100,,,Fall 2000,13700,14944,11081,12423,4092,4572,Fall 2000,6901,74,3694,40,470,590,480,610,20,26,19,26,20,26,Arizona State University,Tempe,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,.033110473,9707,9707,2990,6717
,Arizona State,,,,,,,,,,,2009,112,104151,"Arizona State University Foundation (Tempe, AZ)",719748,27725,25236,13352,90102,554193,4538556,736762,7056246,.03,.026,.029,.715,.053,459310,13664,8443138,,,,,,,69252921,21255,51428416,551461,39984272,1540748,16209768,10872471,88050111,158171633,158171633,68185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.029748971,,,,
U. of Arkansas at Fayetteville,Arkansas,1990,98,,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARKANSAS-FAYETTEVILLE,FAYETTEVILLE,AR,Arkansas,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
U. of Arkansas at Fayetteville,Arkansas,1991,87,25,,,,,17-25,,,1990,126,106397,"University of Arkansas (Fayetteville, AR)",,,,,,,,,,,,,1,,70598,6647,1116836,,,,,,,1207688,,833319,,,,,,,,3687649,,1207688,833319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.094152808,,,,
,Arkansas,,,,,,,,,,,1991,126,106397,"University of Arkansas (Fayetteville, AR)",,,,,,,,,,,,,1,,73000,7598,1698213,,,,,,,2417445,,5487134,,,,,,,,14545665,,2417445,5487134,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARKANSAS-FAYETTEVILLE,FAYETTEVILLE,AR,Arkansas,Public,4 or more years (Baccalaureate or higher degree),,,,.10408219,,,,
U. of Arkansas at Fayetteville,Arkansas,1993,98,25,10,,,,19-25,,,1992,126,106397,"University of Arkansas (Fayetteville, AR)",,,,,,,,,,,,,.8400026290133532,,91289,9407,3556227,,,,,,,3800261,,2125876,,,,,,,,16498245,,3800261,2125876,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARKANSAS-FAYETTEVILLE,FAYETTEVILLE,AR,Arkansas,Public,4 or more years (Baccalaureate or higher degree),,,,.10304637,,2382,568,1814
University of Arkansas at Fayetteville,Arkansas,1994,96,25,10,,,136,,23,,1993,126,106397,"University of Arkansas (Fayetteville, AR)",,,,,,,,,,,,,.8416851201728328,,92575,9802,2413895,,,,,,,4235521,,1463155,,,,,,,,21320033,,4235521,1463155,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,FAYETTEVILLE,AR,Arkansas,Public,4 or more years (Baccalaureate or higher degree),,,,.10588172,,,,
